Hero Name,Role,Rank,Pick Rate,Win Rate,pick_norm,pick_z,win_z,hero_score
Groot,Vanguard,Silver,0.07690000000000001,0.4916,0.9997714122437317,-0.0003883537411222915,-0.8007139735696422,-0.4005511636553823
Venom,Vanguard,Silver,0.0699,0.4646,0.9087649117794128,-0.1550016869254558,-1.846789494950305,-1.0008955909378803
Scarlet Witch,Duelist,Silver,0.068,0.4814,1.631906748185818,0.8920532929918009,-0.38290061252989815,0.2545763402309514
Squirrel Girl,Duelist,Silver,0.0669,0.4569,1.6055082566710475,0.8547869378636507,-0.9918959064643866,-0.06855448430036798
Deadpool,Strategist,Silver,0.0635,0.4775,0.6985099787139816,-0.3705071414505303,-0.6676858592427428,-0.5190965003466366
Rocket Raccoon,Strategist,Silver,0.0629,0.5397,0.6919098844269203,-0.3786181298579481,1.1419540333820166,0.3816679517620343
Hela,Duelist,Silver,0.060899999999999996,0.5207,1.4615164847722986,0.6515159098919228,0.5939775528425675,0.6227467313672451
Phoenix,Duelist,Silver,0.056900000000000006,0.4817,1.3655219701731331,0.5160018912441046,-0.37544352729804675,0.0702791819730289
Winter Soldier,Duelist,Silver,0.0565,0.4947,1.3559225187132165,0.5024504893793225,-0.05230316725117671,0.22507366106407287
The Thing,Vanguard,Silver,0.0547,0.5024000000000001,0.7111507964854632,-0.4907334961257226,-0.38228376501737327,-0.43650863057154793
Spider- Man,Duelist,Silver,0.053,0.531,1.2719273184389464,0.3838757230624812,0.8500041458027802,0.6169399344326307
Namor,Duelist,Silver,0.053,0.5038,1.2719273184389464,0.3838757230624812,0.1738950847816344,0.2788854039220578
Magik,Duelist,Silver,0.0483,0.5674,1.1591337637849266,0.2246467511512945,1.754797153934019,0.9897219525426568
Iron Man,Duelist,Silver,0.0438,0.5094,1.051139934860865,0.07219348017249852,0.3130940091095158,0.19264374464100714
Star-Lord,Duelist,Silver,0.0436,0.475,1.0463402091309069,0.06541777924010762,-0.5419850974760505,-0.23828365911797145
Psylocke,Duelist,Silver,0.0436,0.48869999999999997,1.0463402091309069,0.06541777924010762,-0.2014448718881943,-0.06801354632404333
Angela,Vanguard,Silver,0.0401,0.5291,0.5213372383741695,-0.8132127339101893,0.6521686950146145,-0.08052201944778742
Hawkeye,Duelist,Silver,0.0371,0.5153,0.8903491229072624,-0.15479250106259748,0.45975001866925,0.1524787588033263
Loki,Strategist,Silver,0.0337,0.496,0.3707052957899398,-0.7733528990189469,-0.12944891368714648,-0.4514009063530467
Mantis,Strategist,Silver,0.0331,0.5181,0.36410520150287856,-0.7814638874263646,0.5135260320846737,-0.13396892767084545
Captain America,Vanguard,Silver,0.0316,0.5022,0.41082934495321094,-1.0009574956340226,-0.3900324725831594,-0.695494984108591
Ultron,Strategist,Silver,0.0287,0.5615,0.31570451006442946,-0.8409444690807617,1.7762008124691524,0.46762817169419535
Hulk,Vanguard,Silver,0.0269,0.5249,0.3497249803557397,-1.1047693050577894,0.48944583613317866,-0.3076617344623054
Daredevil,Duelist,Silver,0.0215,0.5304,0.5159705159705159,-0.6832971737890899,0.8350899753390774,0.07589640077499371
Mister Fantastic,Duelist,Silver,0.02,0.5306000000000001,0.4799725729958288,-0.7341149307820218,0.8400613654936467,0.05297321735581245
Adam Warlock,Strategist,Silver,0.018799999999999997,0.5105,0.20680295432791893,-0.9747757778031552,0.29241247607264365,-0.34118165086525576
Iron Fist,Duelist,Silver,0.0183,0.5227,0.4391749042911834,-0.7917083887073447,0.64369145438824,-0.07400846715955234
Blade,Duelist,Silver,0.016399999999999998,0.48479999999999995,0.3935775098565796,-0.8560775475650586,-0.298386979902256,-0.5772322637336573
Deadpool,Duelist,Silver,0.0161,0.4693,0.38637792126164217,-0.8662410989636449,-0.6836697168812167,-0.7749554079224308
Black Panther,Duelist,Silver,0.015700000000000002,0.5653,0.3767784698017257,-0.8797925008284266,1.7025975573110632,0.4114025282413183
Wolverine,Duelist,Silver,0.013500000000000002,0.4851,0.32398148677218447,-0.9543252110847269,-0.29092989467040453,-0.6226275528775658
Storm,Duelist,Silver,0.010700000000000001,0.5315,0.2567853265527684,-1.0491850241382,0.862432621189197,-0.09337620147450149
Black Widow,Duelist,Silver,0.0095,0.4292,0.22798697217301866,-1.0898392297325454,-1.6804334428719492,-1.3851363363022473
Human Torch,Duelist,Silver,0.006,0.4742,0.14399177189874865,-1.2084139960493867,-0.5618706580943187,-0.8851423270718527
Cloak & Dagger,Strategist,Gold,0.2632,0.5052,2.895241360590865,2.329100166818355,0.13821486464320348,1.2336575157307792
Invisible Woman,Strategist,Gold,0.162,0.4863,1.7820254575065357,0.9610467887672224,-0.411659636491972,0.2746935761376252
Doctor Strange,Vanguard,Gold,0.1469,0.5107,1.9098364168869204,1.545744978102211,-0.06071240103739239,0.7425162885324094
Emma Frost,Vanguard,Gold,0.1318,0.4858,1.7135223944567468,1.2122219308045776,-1.0254264929773393,0.09339771891361914
Magneto,Vanguard,Gold,0.1304,0.4914,1.6953210943638828,1.1812992641677107,-0.8084626811354241,0.1864182915161433
Moon Knight,Duelist,Gold,0.1263,0.5059,3.031026798468659,2.867170114783756,0.22609468140459027,1.5466323980941732
Gambit,Strategist,Gold,0.1242,0.507,1.3662195174216774,0.4500545190999021,0.1905838647513162,0.32031919192560915
Jeff the Land Shark,Strategist,Gold,0.1157,0.47479999999999994,1.2727181816883097,0.3351488499948167,-0.7462393594049119,-0.20554525470504761
Thor,Vanguard,Gold,0.0949,0.5282,1.2337881277234086,0.3971887887328775,0.6172995109685919,0.5072441498507347
Luna Snow,Strategist,Gold,0.0888,0.4542,0.976813954485064,-0.028493796937747118,-1.3455734717533037,-0.6870336343455254
The Punisher,Duelist,Gold,0.0816,0.4705,1.9582880978229817,1.3528009563943841,-0.6538413759538138,0.3494797902202852
Rocket Raccoon,Strategist,Gold,0.0806,0.5383,0.886612665895227,-0.13934397183912348,1.1012225888534863,0.4809393085071814
Groot,Vanguard,Gold,0.0795,0.49,1.0335738267019072,0.05703945572734419,-0.8627036340959034,-0.40283208918427965
Peni Parker,Vanguard,Gold,0.076,0.5488000000000001,0.9880705764697477,-0.020267210864822558,1.415416390244212,0.6975745896896948
Namor,Duelist,Gold,0.0711,0.4919,1.7063024970001712,0.9970766574438601,-0.12190262941511741,0.43758701401437133
Deadpool,Vanguard,Gold,0.0689,0.4901,0.895763983141653,-0.17708930595178915,-0.8588292803130124,-0.5179592931324007
Winter Soldier,Duelist,Gold,0.0681,0.48590000000000005,1.6343066110507969,0.8954411434579961,-0.27104433405213363,0.31219840470293125
Rogue,Vanguard,Gold,0.0676,0.5232,0.878862775912565,-0.2058032106860227,0.4235818218240244,0.10888930556900084
Squirrel Girl,Duelist,Gold,0.0668,0.4636,1.6031083938060682,0.8513990873974552,-0.8253543362863828,0.013022375555536203
Phoenix,Duelist,Gold,0.0653,0.4782,1.567110450831381,0.8005813304045232,-0.46244285500297366,0.16906923770077475
Hela,Duelist,Gold,0.0629,0.5236,1.5095137420718816,0.719272919215832,0.6660627100837901,0.6926678146498111
Deadpool,Strategist,Gold,0.0621,0.4594,0.6831097587108387,-0.38943278106783846,-1.1942852492187583,-0.7918590151432984
The Thing,Vanguard,Gold,0.058499999999999996,0.5013000000000001,0.7605543253089505,-0.406800543825656,-0.42490165662917767,-0.41585110022741684
Scarlet Witch,Duelist,Gold,0.0582,0.48560000000000003,1.3967201874178619,0.5600439473046454,-0.27850141928398503,0.14077126401033016
Venom,Vanguard,Gold,0.055,0.4705,0.7150510750767911,-0.48410721041782256,-1.618202621759717,-1.0511549160887697
Magik,Duelist,Gold,0.0518,0.569,1.2431289640591965,0.3432215174681356,1.7945682751705554,1.0688948963193454
Spider- Man,Duelist,Gold,0.0487,0.5329999999999999,1.168733215244843,0.2381981530160763,0.89971804734845,0.5689581001822631
Iron Man,Duelist,Gold,0.0385,0.5075,0.9239472030169704,-0.10736259453586104,0.26586580264112664,0.07925160405263279
Angela,Vanguard,Gold,0.0384,0.532,0.49923565968997774,-0.8507616862549561,0.7645249547184642,-0.04311836576824596
Psylocke,Duelist,Gold,0.0384,0.48979999999999996,0.9215473401519912,-0.1107504450020566,-0.17410222603807468,-0.14242633552006564
Star-Lord,Duelist,Gold,0.0378,0.4867,0.9071481629621164,-0.13107754779922925,-0.25115877343386545,-0.19111816061654735
Loki,Strategist,Gold,0.0361,0.5052,0.39710567293818483,-0.7409089453892758,0.13821486464320348,-0.30134704037303617
