Hero Name,Role,Rank,Pick Rate,Win Rate,pick_norm,pick_z,win_z,hero_score
Mister Fantastic,Duelist,Bronze,0.0179,0.5607,0.42957545283126675,-0.8052597905721266,1.5882555837560153,0.39149789659194434
Wolverine,Duelist,Bronze,0.013500000000000002,0.4938,0.32398148677218447,-0.9543252110847269,-0.07467442294672824,-0.5144998170157276
Black Panther,Duelist,Bronze,0.012,0.5288,0.2879835437974973,-1.005142968077659,0.795318854102541,-0.10491205698755895
Black Widow,Duelist,Bronze,0.0106,0.38549999999999995,0.25438546368778925,-1.0525728746043954,-2.7666821916448945,-1.9096275331246448
Storm,Duelist,Bronze,0.0098,0.5154,0.2351865607679561,-1.079675678333959,0.4622357137465334,-0.3087199822937128
Human Torch,Duelist,Bronze,0.0069,0.4434,0.16559053768356094,-1.1779233418536275,-1.3274647418976748,-1.2526940418756511
Cloak & Dagger,Strategist,Silver,0.2334,0.5079,2.5674366776668234,1.9262544092499385,0.21676836480537257,1.0715113870276556
Gambit,Strategist,Silver,0.1572,0.5047999999999999,1.7292247032100458,0.8961588815078801,0.12657730906362108,0.5113680952857507
Jeff the Land Shark,Strategist,Silver,0.1507,0.4656,1.6577236817668823,0.8082898404275207,-1.0139031377352603,-0.10280664865386979
Moon Knight,Duelist,Silver,0.1396,0.5147999999999999,3.350208559510885,3.317754226787753,0.4473215432828305,1.8825378850352916
Invisible Woman,Strategist,Silver,0.1338,0.4868,1.4718210260146574,0.5798303336185865,-0.39711269201749644,0.09135882080054503
Magneto,Vanguard,Silver,0.1215,0.4932,1.5796128294878204,0.9847194548333442,-0.7387243130433788,0.1229975708949827
Emma Frost,Vanguard,Silver,0.1185,0.4866,1.540610043574541,0.9184565977543442,-0.9944316627142098,-0.037987532479932806
Doctor Strange,Vanguard,Silver,0.11470000000000001,0.5104,1.4912065147510536,0.8345236454542778,-0.07233546238606946,0.3810940915341042
Peni Parker,Vanguard,Silver,0.091,0.5436,1.1830845060361452,0.3110470745301775,1.2139499935338582,0.7624985340320178
Thor,Vanguard,Silver,0.0857,0.5388000000000001,1.1141795842560183,0.1939826936906108,1.027981011955077,0.6109818528228439
Deadpool,Vanguard,Silver,0.08560000000000001,0.4919,1.1128794913922424,0.19177393178797772,-0.7890909122209673,-0.29865849021649477
Luna Snow,Strategist,Silver,0.08410000000000001,0.47859999999999997,0.9251132159030844,-0.09202987279585302,-0.6356825813988969,-0.363856227097375
Rogue,Vanguard,Silver,0.0827,0.5177,1.0751767983427387,0.12771983661161074,0.2104923637650022,0.16910610018830646
The Punisher,Duelist,Silver,0.08109999999999999,0.4755,1.9462887834980855,1.3358617040634062,-0.5295566220896324,0.4031525409868869
